,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
5991,1,55,196.0,92.0,24.0,111.0,40.7
6328,0,20,166.0,61.0,10.0,99.0,39.6
10374,1,48,176.0,79.0,24.0,100.0,40.4
2565,0,66,191.0,84.0,11.0,98.0,40.4
2581,1,66,204.0,109.0,14.0,101.0,40.1
12770,1,62,185.0,92.0,21.0,101.0,40.7
8385,1,51,175.0,77.0,18.0,96.0,40.5
2607,1,25,187.0,91.0,13.0,89.0,40.0
10484,1,72,189.0,99.0,10.0,92.0,39.7
14216,1,46,183.0,81.0,8.0,86.0,39.5
9447,1,62,189.0,98.0,3.0,89.0,38.3
2104,0,20,168.0,63.0,29.0,109.0,40.7
13953,0,20,181.0,76.0,9.0,91.0,40.0
10680,1,71,205.0,115.0,20.0,95.0,40.7
13730,1,54,171.0,69.0,25.0,111.0,41.1
4994,0,63,141.0,45.0,2.0,81.0,38.2
11203,0,21,153.0,55.0,17.0,89.0,40.3
5057,0,36,177.0,74.0,16.0,94.0,39.9
658,1,31,189.0,84.0,19.0,98.0,40.6
4434,1,38,169.0,78.0,6.0,97.0,39.5
14249,1,48,188.0,92.0,4.0,85.0,39.1
3816,0,27,193.0,87.0,12.0,97.0,39.9
6773,1,42,177.0,87.0,29.0,114.0,41.1
14067,0,37,169.0,63.0,7.0,87.0,39.5
9813,0,59,174.0,71.0,16.0,99.0,40.6
14148,1,56,174.0,74.0,16.0,102.0,40.1
7260,1,52,180.0,82.0,14.0,95.0,40.2
3904,0,38,178.0,68.0,12.0,97.0,40.0
11210,1,29,182.0,79.0,29.0,100.0,40.7
13358,1,51,168.0,72.0,12.0,93.0,40.2
9288,1,31,174.0,74.0,25.0,100.0,40.6
6811,1,31,167.0,67.0,21.0,100.0,40.4
13583,1,34,178.0,82.0,10.0,90.0,39.5
9359,0,25,169.0,66.0,11.0,92.0,39.8
3700,0,57,171.0,66.0,26.0,103.0,41.1
11919,1,37,182.0,82.0,20.0,99.0,40.8
1788,1,24,173.0,70.0,1.0,79.0,37.7
12735,0,46,160.0,62.0,15.0,101.0,40.0
6314,0,44,176.0,70.0,4.0,89.0,38.7
3645,1,27,197.0,100.0,29.0,111.0,40.9
1776,1,55,182.0,87.0,12.0,95.0,39.8
192,1,38,192.0,92.0,21.0,104.0,40.6
9012,1,33,159.0,64.0,11.0,90.0,39.8
10261,0,55,155.0,56.0,15.0,93.0,40.0
12901,1,36,185.0,89.0,18.0,96.0,40.3
14352,0,67,176.0,72.0,6.0,84.0,39.3
5388,1,69,184.0,89.0,9.0,93.0,39.6
10307,0,36,177.0,73.0,5.0,87.0,39.0
4951,0,46,169.0,72.0,4.0,86.0,38.6
2687,0,41,177.0,70.0,27.0,116.0,40.6
4390,0,52,157.0,56.0,26.0,110.0,40.8
4927,0,25,169.0,67.0,15.0,96.0,40.2
5552,1,54,194.0,94.0,29.0,106.0,40.8
14332,0,56,152.0,54.0,30.0,102.0,40.9
238,0,44,161.0,60.0,2.0,89.0,38.4
13908,1,56,188.0,94.0,12.0,93.0,39.9
14529,0,33,142.0,44.0,19.0,105.0,40.7
6901,1,26,175.0,79.0,12.0,87.0,40.4
10951,0,28,155.0,52.0,26.0,102.0,40.7
14864,0,37,167.0,62.0,17.0,102.0,40.4
9137,1,42,193.0,95.0,21.0,104.0,40.9
12313,0,24,160.0,55.0,28.0,107.0,40.7
8640,0,69,191.0,88.0,6.0,82.0,38.8
5097,1,31,171.0,75.0,27.0,125.0,40.7
10826,1,68,169.0,73.0,20.0,100.0,40.3
11173,0,22,169.0,60.0,22.0,97.0,40.6
10335,0,27,170.0,65.0,10.0,90.0,39.5
3552,1,52,183.0,84.0,18.0,100.0,40.4
14955,1,71,198.0,104.0,24.0,104.0,40.7
3360,0,64,159.0,59.0,29.0,112.0,41.3
8328,0,76,138.0,45.0,23.0,95.0,40.7
5628,0,22,156.0,50.0,4.0,83.0,39.0
7751,1,74,206.0,117.0,5.0,92.0,39.2
5783,0,20,172.0,70.0,13.0,93.0,40.1
4507,1,29,187.0,82.0,15.0,97.0,40.1
13112,0,75,186.0,77.0,14.0,90.0,40.0
146,1,60,182.0,90.0,11.0,90.0,40.2
11042,0,50,175.0,78.0,19.0,96.0,39.9
2294,1,37,186.0,84.0,16.0,95.0,40.2
7178,1,49,187.0,88.0,13.0,92.0,40.2
9928,1,49,184.0,91.0,14.0,96.0,40.1
14306,1,44,199.0,99.0,9.0,97.0,40.0
10764,1,27,163.0,62.0,9.0,93.0,39.8
14223,1,49,177.0,88.0,19.0,101.0,40.8
12443,0,20,165.0,66.0,15.0,94.0,40.0
8690,1,21,207.0,102.0,7.0,84.0,39.3
7081,1,37,177.0,82.0,3.0,75.0,38.5
4733,0,40,163.0,63.0,4.0,81.0,38.9
8912,0,37,156.0,53.0,2.0,84.0,38.0
4384,0,22,171.0,63.0,28.0,107.0,40.8
14105,0,75,170.0,74.0,25.0,103.0,40.5
13759,0,27,165.0,62.0,22.0,93.0,40.3
11573,1,39,173.0,78.0,7.0,89.0,39.4
4545,1,63,172.0,79.0,15.0,101.0,40.5
596,1,31,186.0,94.0,7.0,92.0,39.7
13642,0,24,163.0,57.0,3.0,85.0,38.5
10538,1,70,190.0,97.0,4.0,88.0,39.2
5164,0,65,168.0,73.0,4.0,81.0,38.7
13749,1,22,181.0,83.0,8.0,86.0,39.5
1647,1,48,184.0,82.0,15.0,96.0,40.2
6815,0,66,175.0,74.0,28.0,116.0,40.8
2700,0,37,164.0,63.0,12.0,91.0,39.8
1700,1,21,197.0,89.0,9.0,83.0,39.8
2773,1,36,185.0,87.0,20.0,100.0,40.4
6968,1,38,192.0,92.0,27.0,100.0,40.6
8143,0,36,184.0,73.0,23.0,107.0,40.8
6219,1,75,182.0,82.0,17.0,96.0,40.2
86,0,45,160.0,60.0,16.0,99.0,40.4
12283,1,43,170.0,78.0,23.0,104.0,40.5
12252,0,75,179.0,78.0,28.0,104.0,40.5
13132,1,46,173.0,77.0,5.0,91.0,39.1
2594,1,55,192.0,98.0,28.0,111.0,41.1
1029,1,20,182.0,80.0,3.0,85.0,39.0
136,1,31,172.0,76.0,9.0,94.0,39.7
6972,1,46,157.0,65.0,23.0,114.0,39.9
11258,1,37,180.0,77.0,24.0,104.0,40.5
7024,1,40,193.0,93.0,23.0,107.0,40.6
2854,0,45,167.0,62.0,30.0,118.0,40.9
1200,1,35,206.0,109.0,8.0,91.0,39.6
6121,0,54,162.0,61.0,3.0,85.0,38.6
9763,0,61,163.0,66.0,6.0,76.0,39.1
8758,0,28,178.0,71.0,20.0,97.0,40.2
11537,1,41,164.0,68.0,13.0,92.0,39.9
6296,0,74,148.0,50.0,24.0,102.0,40.9
3927,1,46,181.0,87.0,20.0,103.0,40.8
10105,0,52,171.0,63.0,20.0,108.0,40.5
13248,0,41,173.0,73.0,27.0,103.0,40.7
8468,1,29,189.0,94.0,6.0,95.0,39.3
3606,1,25,175.0,78.0,28.0,108.0,40.9
13378,0,34,163.0,66.0,27.0,107.0,40.6
2330,0,34,143.0,51.0,21.0,105.0,40.7
2187,0,62,167.0,65.0,22.0,103.0,40.9
195,0,49,174.0,75.0,7.0,93.0,39.2
5059,1,28,193.0,96.0,25.0,109.0,40.8
802,1,33,181.0,82.0,4.0,89.0,38.6
2668,1,70,195.0,98.0,14.0,102.0,40.5
241,0,63,166.0,68.0,26.0,108.0,40.8
2068,0,43,164.0,63.0,23.0,106.0,40.9
13517,0,78,184.0,85.0,27.0,109.0,40.6
13129,1,29,180.0,78.0,18.0,97.0,40.2
644,0,30,157.0,60.0,3.0,87.0,38.7
9116,0,20,183.0,77.0,25.0,103.0,40.6
5103,1,52,191.0,92.0,3.0,90.0,38.3
1637,0,66,158.0,52.0,25.0,96.0,40.8
7552,1,54,166.0,70.0,18.0,99.0,40.4
8312,1,20,182.0,81.0,3.0,89.0,38.4
3074,0,58,159.0,57.0,21.0,101.0,40.5
9014,0,25,164.0,56.0,20.0,93.0,40.4
7296,0,55,173.0,67.0,27.0,109.0,40.9
3278,0,56,168.0,71.0,27.0,108.0,41.0
8003,0,45,159.0,53.0,22.0,97.0,40.5
4970,0,27,161.0,58.0,16.0,91.0,40.3
10654,0,45,156.0,59.0,5.0,83.0,38.8
8326,0,50,165.0,61.0,12.0,91.0,40.4
6915,0,68,149.0,55.0,26.0,109.0,40.7
10468,1,57,203.0,106.0,19.0,100.0,40.4
7829,1,35,195.0,93.0,23.0,105.0,40.8
62,0,32,167.0,63.0,9.0,99.0,39.7
11853,0,36,176.0,74.0,27.0,102.0,40.8
11907,1,47,182.0,83.0,24.0,100.0,40.8
13955,0,59,164.0,64.0,18.0,100.0,39.9
10952,0,46,163.0,58.0,20.0,103.0,40.2
10843,0,55,151.0,54.0,23.0,99.0,40.4
679,0,53,166.0,63.0,24.0,107.0,40.7
2041,1,23,191.0,96.0,7.0,89.0,39.0
8933,0,40,189.0,89.0,25.0,109.0,40.4
5307,1,28,195.0,99.0,18.0,101.0,40.7
11123,1,67,187.0,94.0,14.0,97.0,40.1
3641,1,23,154.0,60.0,9.0,90.0,39.5
12372,1,61,192.0,94.0,17.0,104.0,40.5
12202,1,32,191.0,92.0,8.0,84.0,39.3
3258,0,38,176.0,77.0,25.0,98.0,40.5
1873,0,26,176.0,63.0,17.0,92.0,40.5
4744,1,23,179.0,74.0,15.0,89.0,40.0
9909,0,45,165.0,65.0,29.0,111.0,40.9
2912,0,50,176.0,73.0,10.0,85.0,40.0
4027,1,23,187.0,83.0,24.0,104.0,40.9
5488,1,77,175.0,75.0,12.0,91.0,40.1
12952,0,30,162.0,63.0,28.0,105.0,40.9
8024,0,47,166.0,64.0,27.0,114.0,40.8
7786,0,37,148.0,51.0,3.0,90.0,38.9
13884,1,77,176.0,84.0,13.0,88.0,40.3
6864,0,29,164.0,67.0,18.0,95.0,40.3
489,1,21,189.0,94.0,25.0,111.0,40.6
8685,0,41,149.0,47.0,9.0,93.0,39.7
690,1,28,184.0,84.0,16.0,98.0,40.1
602,1,63,200.0,98.0,28.0,105.0,40.9
10103,0,21,158.0,61.0,12.0,96.0,40.1
1014,0,21,171.0,62.0,1.0,76.0,37.7
869,0,26,171.0,65.0,11.0,101.0,40.0
1993,0,64,167.0,64.0,17.0,101.0,40.1
7610,1,71,181.0,84.0,15.0,99.0,39.9
5283,1,33,187.0,86.0,30.0,106.0,40.5
4370,0,63,161.0,57.0,2.0,86.0,38.7
11331,1,31,189.0,88.0,27.0,110.0,40.6
1361,0,25,176.0,66.0,29.0,109.0,40.9
10489,1,72,178.0,80.0,28.0,113.0,41.1
1526,0,39,156.0,61.0,14.0,96.0,40.1
12499,1,20,187.0,88.0,6.0,87.0,39.1
1629,1,31,201.0,97.0,19.0,101.0,40.4
1551,0,29,158.0,57.0,21.0,105.0,40.5
10709,1,45,184.0,85.0,14.0,90.0,40.0
14533,1,26,174.0,80.0,29.0,108.0,41.1
1337,1,50,172.0,83.0,26.0,105.0,40.7
3901,1,25,179.0,78.0,6.0,97.0,39.3
5041,0,77,166.0,66.0,21.0,107.0,40.7
8252,1,31,177.0,78.0,19.0,95.0,40.6
10941,1,29,164.0,65.0,2.0,93.0,38.1
5039,1,21,180.0,78.0,14.0,105.0,40.2
2346,0,42,166.0,69.0,8.0,81.0,39.4
13937,0,26,166.0,59.0,20.0,97.0,40.4
5485,1,67,176.0,78.0,24.0,101.0,40.9
13308,0,26,164.0,64.0,13.0,94.0,40.3
5694,0,46,154.0,54.0,28.0,104.0,40.8
5119,0,51,168.0,66.0,6.0,82.0,39.7
5166,0,35,180.0,78.0,12.0,98.0,40.2
1134,0,30,169.0,63.0,5.0,83.0,38.8
8342,0,62,174.0,70.0,10.0,97.0,39.6
10401,0,37,171.0,69.0,18.0,97.0,39.9
4017,0,45,163.0,64.0,8.0,80.0,40.0
10542,1,36,188.0,89.0,27.0,107.0,41.0
2424,1,44,179.0,81.0,7.0,86.0,39.4
4138,1,27,183.0,79.0,13.0,99.0,40.2
859,1,79,172.0,75.0,11.0,89.0,40.1
2962,0,69,154.0,59.0,18.0,86.0,40.6
8089,0,66,173.0,71.0,9.0,92.0,39.9
13976,1,20,167.0,75.0,10.0,92.0,39.8
11584,0,24,176.0,67.0,27.0,111.0,40.8
12840,1,48,162.0,67.0,4.0,86.0,38.8
12723,1,34,181.0,80.0,16.0,82.0,40.0
1364,1,59,199.0,96.0,14.0,89.0,40.5
14769,0,45,171.0,66.0,22.0,100.0,40.7
1779,0,55,184.0,73.0,16.0,97.0,40.1
10397,1,75,160.0,66.0,19.0,92.0,40.7
2101,1,41,176.0,70.0,17.0,100.0,40.5
1818,0,27,163.0,60.0,4.0,82.0,38.7
369,0,43,169.0,67.0,5.0,80.0,39.0
4937,1,49,198.0,105.0,12.0,94.0,40.2
5285,0,44,173.0,75.0,27.0,115.0,40.7
8367,1,21,177.0,82.0,25.0,108.0,40.9
12142,1,35,189.0,92.0,21.0,103.0,40.8
7071,0,25,154.0,54.0,13.0,87.0,40.2
2093,1,66,187.0,93.0,9.0,85.0,40.1
7817,1,40,176.0,73.0,2.0,86.0,38.0
1920,1,21,179.0,74.0,3.0,81.0,38.6
82,0,34,144.0,50.0,7.0,83.0,39.3
7331,0,42,174.0,72.0,18.0,97.0,40.4
7304,0,29,174.0,75.0,14.0,95.0,40.1
816,0,22,156.0,58.0,16.0,102.0,40.4
11610,0,41,164.0,67.0,24.0,109.0,40.6
4396,0,31,170.0,67.0,22.0,108.0,40.6
8475,0,40,172.0,69.0,5.0,89.0,39.0
6124,0,52,178.0,76.0,26.0,112.0,41.0
4120,0,56,180.0,79.0,4.0,74.0,39.0
11920,0,70,158.0,63.0,22.0,102.0,40.7
13309,0,43,156.0,56.0,6.0,85.0,39.2
1813,1,20,183.0,87.0,25.0,106.0,40.1
1271,1,37,167.0,73.0,25.0,103.0,40.9
8751,1,72,183.0,83.0,27.0,104.0,41.2
2994,1,23,181.0,77.0,15.0,88.0,40.0
11409,1,66,182.0,86.0,9.0,91.0,39.5
6409,1,76,193.0,101.0,14.0,99.0,40.2
11611,0,40,152.0,49.0,23.0,106.0,40.5
2642,0,29,165.0,62.0,21.0,102.0,40.5
9280,1,36,190.0,83.0,24.0,101.0,40.9
11052,1,34,186.0,92.0,27.0,106.0,41.1
2305,0,57,151.0,54.0,4.0,79.0,38.6
10912,1,30,199.0,103.0,22.0,92.0,40.4
12560,1,52,180.0,85.0,6.0,88.0,39.3
4195,0,31,167.0,66.0,28.0,113.0,40.7
12521,1,33,171.0,73.0,26.0,108.0,40.9
3849,0,37,167.0,64.0,9.0,91.0,39.9
14773,0,75,158.0,59.0,29.0,107.0,40.8
12578,0,24,159.0,55.0,19.0,94.0,40.7
14361,0,61,156.0,61.0,19.0,101.0,40.5
3554,1,29,185.0,86.0,23.0,106.0,40.7
2195,0,58,159.0,61.0,25.0,111.0,41.1
2600,1,23,175.0,78.0,19.0,104.0,40.6
6163,1,48,174.0,78.0,22.0,103.0,40.6
1518,0,26,156.0,56.0,20.0,99.0,40.8
10545,1,37,199.0,101.0,7.0,91.0,39.1
10982,1,42,174.0,74.0,15.0,93.0,40.1
6309,0,67,167.0,65.0,22.0,104.0,40.6
5755,1,42,166.0,65.0,26.0,109.0,41.2
5633,1,43,186.0,84.0,4.0,85.0,39.0
8399,0,26,159.0,55.0,15.0,96.0,40.1
13967,0,39,179.0,77.0,17.0,99.0,40.0
7162,0,38,157.0,57.0,1.0,82.0,37.9
12898,0,39,145.0,51.0,30.0,108.0,41.0
11011,0,52,161.0,61.0,20.0,97.0,40.2
1988,0,64,170.0,69.0,11.0,85.0,39.7
9533,1,34,182.0,86.0,25.0,101.0,41.3
7737,0,22,175.0,69.0,15.0,97.0,40.3
517,1,25,195.0,100.0,16.0,93.0,40.3
6160,1,20,194.0,92.0,10.0,92.0,39.7
12085,0,40,182.0,78.0,21.0,99.0,40.4
13629,0,29,171.0,69.0,4.0,81.0,39.3
12089,0,22,186.0,77.0,16.0,96.0,40.2
10830,1,52,184.0,87.0,18.0,101.0,40.5
9607,0,64,172.0,70.0,24.0,104.0,40.5
4456,0,62,161.0,57.0,27.0,98.0,40.6
2761,1,78,186.0,91.0,5.0,84.0,39.1
6481,1,62,195.0,95.0,13.0,95.0,40.2
5911,0,25,158.0,58.0,27.0,115.0,40.9
14047,1,27,170.0,66.0,11.0,80.0,39.8
6547,1,34,192.0,94.0,2.0,81.0,38.0
4855,0,59,132.0,40.0,10.0,92.0,39.9
7644,1,20,182.0,83.0,22.0,97.0,40.5
13295,1,56,201.0,100.0,17.0,101.0,40.4
14530,0,21,177.0,70.0,27.0,105.0,40.8
6358,0,26,165.0,62.0,20.0,102.0,40.4
9741,1,35,195.0,100.0,30.0,103.0,41.0
2438,0,28,162.0,60.0,3.0,84.0,38.4
3765,1,62,190.0,90.0,7.0,82.0,39.4
6432,1,26,184.0,83.0,23.0,107.0,40.5
8643,1,78,203.0,110.0,24.0,110.0,40.8
7846,0,29,164.0,60.0,9.0,92.0,40.3
10667,0,72,159.0,61.0,11.0,83.0,39.9
9665,1,22,189.0,92.0,27.0,113.0,40.7
13466,0,35,172.0,65.0,19.0,97.0,40.7
6340,1,50,180.0,79.0,22.0,103.0,40.4
4821,1,43,181.0,80.0,10.0,97.0,39.6
18,0,27,171.0,65.0,4.0,85.0,38.6
3560,0,21,165.0,61.0,3.0,84.0,38.7
3951,1,43,185.0,85.0,19.0,94.0,40.3
49,1,48,152.0,59.0,2.0,79.0,38.0
14848,0,49,152.0,51.0,3.0,77.0,38.7
887,1,25,198.0,97.0,11.0,92.0,39.9
6261,1,39,173.0,72.0,21.0,99.0,40.4
7236,1,48,198.0,103.0,15.0,90.0,40.2
6989,0,27,177.0,76.0,1.0,85.0,37.1
6043,1,25,182.0,91.0,8.0,84.0,39.4
8708,0,41,177.0,74.0,3.0,77.0,38.5
3168,0,28,162.0,62.0,21.0,96.0,40.2
2949,1,29,195.0,99.0,21.0,99.0,40.6
1424,1,73,183.0,85.0,23.0,106.0,40.4
139,1,52,189.0,90.0,22.0,96.0,40.5
10116,1,27,195.0,93.0,27.0,103.0,41.0
3197,0,51,151.0,51.0,10.0,94.0,39.6
5131,1,38,171.0,74.0,22.0,105.0,40.3
112,0,20,136.0,45.0,11.0,94.0,40.1
8160,0,47,167.0,63.0,21.0,101.0,40.6
13016,0,32,162.0,56.0,10.0,93.0,39.5
4559,0,20,168.0,65.0,15.0,94.0,40.1
4595,1,29,186.0,90.0,8.0,91.0,39.6
4690,1,22,190.0,88.0,16.0,85.0,40.4
7951,1,42,204.0,105.0,13.0,91.0,40.2
11181,0,63,171.0,72.0,17.0,87.0,40.3
3277,0,48,175.0,70.0,14.0,99.0,40.1
4068,1,44,186.0,82.0,16.0,100.0,40.5
4408,1,37,192.0,97.0,27.0,103.0,40.7
10618,1,65,181.0,80.0,25.0,109.0,40.8
14095,0,67,170.0,74.0,6.0,85.0,39.2
9729,1,56,195.0,104.0,5.0,82.0,39.2
451,0,39,149.0,51.0,26.0,100.0,40.4
7262,0,39,158.0,63.0,11.0,87.0,39.6
3731,1,71,199.0,104.0,22.0,105.0,40.7
7256,0,62,167.0,63.0,20.0,107.0,40.6
13433,0,38,163.0,61.0,25.0,104.0,40.5
4986,0,30,158.0,53.0,24.0,100.0,40.7
3663,1,35,169.0,68.0,7.0,86.0,38.9
2763,0,27,159.0,58.0,1.0,80.0,37.5
8850,0,35,134.0,39.0,6.0,90.0,39.1
11020,0,35,143.0,50.0,11.0,89.0,39.8
1855,1,29,180.0,82.0,19.0,103.0,40.5
999,0,42,162.0,66.0,21.0,96.0,40.4
389,0,37,157.0,59.0,16.0,94.0,40.2
6426,0,44,146.0,49.0,27.0,100.0,40.7
1476,1,72,193.0,93.0,2.0,88.0,38.0
2240,0,41,182.0,77.0,23.0,115.0,40.6
13894,0,33,159.0,59.0,26.0,113.0,40.7
8112,0,53,167.0,68.0,27.0,117.0,40.8
992,0,40,177.0,74.0,29.0,97.0,41.0
7032,0,31,168.0,64.0,24.0,105.0,40.7
4997,1,60,192.0,88.0,27.0,109.0,40.6
3922,0,75,158.0,56.0,10.0,91.0,40.0
2972,0,24,161.0,57.0,12.0,96.0,40.1
6871,0,75,164.0,64.0,9.0,89.0,39.7
11294,0,55,162.0,64.0,26.0,107.0,40.8
4769,0,33,143.0,46.0,6.0,84.0,39.1
1293,0,63,155.0,57.0,27.0,116.0,40.8
14052,1,34,184.0,78.0,19.0,97.0,40.5
4173,0,44,181.0,81.0,28.0,104.0,40.8
2535,1,28,171.0,70.0,17.0,103.0,40.4
13705,1,54,188.0,87.0,21.0,104.0,40.3
1907,1,39,174.0,76.0,17.0,83.0,40.5
12422,0,75,165.0,69.0,25.0,104.0,40.8
14247,0,35,182.0,74.0,27.0,101.0,41.1
8560,1,47,187.0,87.0,16.0,103.0,40.2
6033,0,43,164.0,61.0,12.0,94.0,39.8
7619,1,27,177.0,82.0,11.0,79.0,39.9
1151,1,26,199.0,99.0,17.0,105.0,39.9
1567,0,38,156.0,56.0,19.0,93.0,40.3
3171,1,39,175.0,77.0,6.0,86.0,39.5
9689,0,44,180.0,77.0,8.0,91.0,39.0
7106,0,65,157.0,59.0,4.0,82.0,38.7
4160,1,72,179.0,82.0,25.0,99.0,40.7
4287,0,52,154.0,60.0,21.0,102.0,40.4
2230,1,35,176.0,81.0,21.0,107.0,40.3
11098,0,27,154.0,53.0,11.0,88.0,40.1
174,0,58,192.0,83.0,18.0,101.0,40.8
1903,1,52,201.0,105.0,23.0,104.0,40.7
9291,0,66,179.0,75.0,30.0,113.0,41.1
8752,0,35,155.0,60.0,26.0,108.0,40.8
10994,1,52,205.0,103.0,14.0,105.0,40.5
3408,0,21,161.0,55.0,25.0,103.0,40.7
1538,0,21,164.0,59.0,24.0,111.0,40.6
2292,1,30,170.0,72.0,5.0,86.0,39.0
9523,0,37,163.0,57.0,18.0,97.0,40.3
1363,0,41,162.0,57.0,29.0,116.0,40.9
4357,0,67,167.0,70.0,14.0,93.0,39.9
5260,1,20,197.0,90.0,24.0,99.0,40.5
11180,1,70,172.0,77.0,6.0,86.0,39.5
14508,0,50,155.0,57.0,9.0,97.0,39.8
680,1,68,195.0,98.0,21.0,105.0,40.4
11833,1,79,180.0,89.0,11.0,79.0,39.6
3664,1,40,185.0,90.0,17.0,94.0,40.5
1661,1,57,208.0,113.0,29.0,116.0,41.0
508,1,27,174.0,79.0,8.0,102.0,39.7
166,0,54,151.0,57.0,25.0,115.0,40.4
12413,1,59,191.0,93.0,25.0,102.0,40.9
9198,1,67,185.0,91.0,17.0,97.0,40.4
12501,0,60,156.0,56.0,18.0,94.0,40.8
7365,1,25,188.0,90.0,25.0,107.0,40.8
1914,0,27,162.0,58.0,13.0,88.0,40.3
7263,1,61,206.0,103.0,12.0,94.0,39.6
14458,1,49,189.0,86.0,29.0,109.0,40.8
14625,1,64,174.0,80.0,23.0,99.0,40.7
7361,1,38,189.0,90.0,20.0,99.0,40.7
1104,0,43,149.0,51.0,4.0,95.0,38.7
11737,0,27,166.0,59.0,28.0,108.0,41.0
9944,1,55,183.0,83.0,24.0,106.0,40.7
5310,1,55,159.0,61.0,17.0,103.0,40.7
11301,0,25,148.0,44.0,29.0,110.0,40.7
5754,1,30,184.0,85.0,17.0,95.0,40.2
152,0,60,190.0,87.0,3.0,84.0,38.9
14357,0,57,160.0,62.0,23.0,103.0,40.2
5679,1,43,179.0,76.0,29.0,110.0,40.8
13710,0,40,162.0,60.0,14.0,91.0,39.9
3551,1,70,189.0,96.0,24.0,113.0,40.9
3722,1,49,186.0,89.0,26.0,101.0,41.3
11035,1,49,179.0,86.0,18.0,100.0,40.6
12817,1,57,165.0,71.0,18.0,98.0,40.6
4538,0,46,147.0,50.0,8.0,83.0,39.4
12239,0,37,162.0,60.0,19.0,98.0,40.3
10014,1,56,204.0,107.0,13.0,91.0,40.0
8463,0,36,171.0,64.0,9.0,90.0,39.8
1991,1,20,193.0,98.0,22.0,100.0,40.7
13214,0,31,161.0,57.0,11.0,96.0,40.2
8501,0,28,154.0,54.0,14.0,93.0,40.2
5141,1,46,176.0,76.0,2.0,81.0,38.0
3811,1,48,173.0,79.0,21.0,96.0,40.7
13078,1,29,182.0,81.0,21.0,106.0,40.3
3450,1,49,205.0,101.0,30.0,119.0,40.8
4591,0,38,165.0,61.0,25.0,107.0,40.6
7352,0,67,174.0,74.0,14.0,98.0,40.1
205,0,24,173.0,66.0,7.0,82.0,39.3
9327,1,32,181.0,84.0,22.0,100.0,40.7
6680,1,21,163.0,63.0,24.0,110.0,41.0
2749,0,41,167.0,62.0,29.0,105.0,40.9
8497,1,56,200.0,101.0,28.0,112.0,40.9
1849,1,21,184.0,87.0,10.0,96.0,39.9
13607,1,79,194.0,101.0,17.0,105.0,40.2
10180,1,55,198.0,94.0,24.0,99.0,40.7
3240,1,21,175.0,73.0,20.0,100.0,40.2
11885,1,20,166.0,68.0,8.0,83.0,39.9
3109,1,30,170.0,70.0,13.0,95.0,40.1
10179,0,55,155.0,59.0,4.0,82.0,38.7
5934,0,46,173.0,75.0,11.0,94.0,40.0
12263,0,79,163.0,60.0,3.0,81.0,39.0
5810,1,57,189.0,88.0,18.0,98.0,40.2
8575,1,30,202.0,109.0,26.0,102.0,40.5
5634,0,55,166.0,64.0,28.0,108.0,40.7
4307,1,37,173.0,79.0,26.0,107.0,40.8
3156,0,22,169.0,68.0,16.0,94.0,40.3
6534,0,58,163.0,66.0,24.0,103.0,40.7
13720,1,61,174.0,81.0,25.0,94.0,40.7
13034,0,31,176.0,69.0,12.0,98.0,39.5
12419,1,28,186.0,93.0,25.0,109.0,41.2
8891,0,28,176.0,69.0,3.0,79.0,38.9
3832,0,64,161.0,68.0,23.0,109.0,40.8
13068,0,45,152.0,51.0,1.0,82.0,37.6
4776,0,37,153.0,56.0,18.0,104.0,40.5
7997,0,66,179.0,72.0,23.0,115.0,40.3
4276,1,31,207.0,111.0,6.0,92.0,39.3
14623,0,78,181.0,79.0,29.0,104.0,40.7
10635,1,24,175.0,77.0,18.0,93.0,40.0
14399,1,55,191.0,98.0,24.0,113.0,40.8
278,0,60,152.0,50.0,7.0,89.0,39.8
6771,0,36,172.0,63.0,20.0,93.0,40.1
7415,1,73,171.0,80.0,29.0,108.0,41.2
3252,1,59,182.0,86.0,3.0,81.0,38.6
12213,1,73,189.0,91.0,29.0,106.0,40.9
14107,1,50,195.0,97.0,3.0,81.0,38.4
289,1,23,195.0,89.0,27.0,104.0,41.0
3075,0,42,162.0,56.0,28.0,108.0,41.0
12892,1,49,166.0,70.0,5.0,87.0,39.0
9582,0,44,175.0,72.0,8.0,94.0,39.8
10596,0,73,165.0,61.0,25.0,94.0,40.8
270,1,49,194.0,101.0,16.0,103.0,40.4
4570,1,23,182.0,84.0,15.0,93.0,40.6
14652,0,33,160.0,59.0,10.0,90.0,39.9
9583,1,38,185.0,88.0,5.0,86.0,38.8
6696,1,27,198.0,93.0,25.0,112.0,40.5
4316,0,48,181.0,74.0,26.0,102.0,40.9
3180,0,55,165.0,71.0,3.0,86.0,38.6
1422,1,22,179.0,81.0,15.0,94.0,40.1
8275,1,38,177.0,82.0,6.0,86.0,39.4
9065,1,26,188.0,87.0,8.0,76.0,39.5
11821,1,73,191.0,99.0,26.0,104.0,41.1
4557,1,73,193.0,97.0,10.0,87.0,40.0
7812,0,54,148.0,56.0,3.0,82.0,38.5
6297,0,23,181.0,74.0,9.0,91.0,39.6
13706,1,31,185.0,87.0,9.0,94.0,39.4
11500,1,38,174.0,74.0,28.0,102.0,40.9
14922,0,54,155.0,59.0,16.0,91.0,40.5
1132,1,42,196.0,101.0,17.0,87.0,40.1
10521,0,59,166.0,70.0,5.0,86.0,38.8
